genus,organism_name,assembly_id
Aspergillus,Aspergillus fumigatus,GCA_040167795.1
Aspergillus,Aspergillus fumigatus,GCA_040167805.1
Aspergillus,Aspergillus fumigatus,GCA_044589475.1
Aspergillus,Aspergillus fumigatus,GCA_044589545.1
Aspergillus,Aspergillus fumigatus,GCA_045820835.1
Aspergillus,Aspergillus fumigatus,GCA_046867075.2
Aspergillus,Aspergillus fumigatus,GCA_046867235.2
Aspergillus,Aspergillus fumigatus,GCA_046867255.2
Aspergillus,Aspergillus fumigatus,GCA_048595945.2
Aspergillus,Aspergillus fumigatus,GCA_049901915.1
Aspergillus,Aspergillus fumigatus,GCA_051225625.1
Aspergillus,Aspergillus fumigatus,GCA_051911435.1
Aspergillus,Aspergillus fumigatus,GCA_051942955.1
Aspergillus,Aspergillus fumigatus A1163,GCA_000150145.1
Aspergillus,Aspergillus fumigatus AF210,GCA_000225645.2
Aspergillus,Aspergillus fumigatus Af10,GCA_000225625.2
Aspergillus,Aspergillus fumigatus Af293,GCA_000002655.1
Aspergillus,Aspergillus fumigatus Z5,GCA_001029325.1
Aspergillus,Aspergillus fumigatus var. fumigatus,GCA_001599455.1
Aspergillus,Aspergillus funiculosus,GCA_027569145.1
Aspergillus,Aspergillus germanicus,GCA_045785125.1
Aspergillus,Aspergillus glaucus CBS 516.65,GCA_001890805.1
Aspergillus,Aspergillus granulosus,GCA_044048675.1
Aspergillus,Aspergillus haitiensis,GCA_027569155.1
Aspergillus,Aspergillus hancockii,GCA_001696595.2
Aspergillus,Aspergillus heteromorphus CBS 117.55,GCA_003184545.1
Aspergillus,Aspergillus heterothallicus,GCA_045784785.1
Aspergillus,Aspergillus hiratsukae,GCA_014281905.1
Aspergillus,Aspergillus hiratsukae,GCA_014281935.1
Aspergillus,Aspergillus homomorphus CBS 101889,GCA_003184865.1
Aspergillus,Aspergillus hortae,GCA_032158085.1
Aspergillus,Aspergillus hortae,GCA_032158105.1
Aspergillus,Aspergillus hortae,GCA_032158215.1
Aspergillus,Aspergillus ibericus CBS 121593,GCA_003184845.1
Aspergillus,Aspergillus incahuasiensis,GCA_003719405.1
Aspergillus,Aspergillus indologenus CBS 114.80,GCA_003184685.1
Aspergillus,Aspergillus insuetus,GCA_045784725.1
Aspergillus,Aspergillus intermedius,GCA_027569185.1
Aspergillus,Aspergillus intermedius,GCA_039880815.1
Aspergillus,Aspergillus japonicus,GCA_016808025.1
Aspergillus,Aspergillus japonicus,GCA_023625335.1
Aspergillus,Aspergillus japonicus CBS 114.51,GCA_003184785.1
Aspergillus,Aspergillus jensenii,GCA_021437015.1
Aspergillus,Aspergillus jensenii,GCA_037043905.1
Aspergillus,Aspergillus karnatakaensis,GCA_047715665.1
Aspergillus,Aspergillus kassunensis,GCA_027569205.1
Aspergillus,Aspergillus keveii,GCA_044089335.1
Aspergillus,Aspergillus latus,GCA_013305935.1
Aspergillus,Aspergillus latus,GCA_013305975.1
Aspergillus,Aspergillus latus,GCA_013305995.1
Aspergillus,Aspergillus latus,GCA_013306175.1
Aspergillus,Aspergillus latus,GCA_013306195.1
Aspergillus,Aspergillus latus,GCA_013306215.1
Aspergillus,Aspergillus latus,GCA_013306895.1
Aspergillus,Aspergillus latus,GCA_041682755.1
Aspergillus,Aspergillus latus,GCA_041682775.1
Aspergillus,Aspergillus latus,GCA_041682785.1
Aspergillus,Aspergillus latus,GCA_041682805.1
Aspergillus,Aspergillus latus,GCA_041684185.1
Aspergillus,Aspergillus latus,GCA_041684415.1
Aspergillus,Aspergillus latus,GCA_041684435.1
Aspergillus,Aspergillus latus,GCA_041684455.1
Aspergillus,Aspergillus latus,GCA_041684475.1
Aspergillus,Aspergillus latus,GCA_041684495.1
Aspergillus,Aspergillus latus,GCA_041684515.1
Aspergillus,Aspergillus latus,GCA_041684535.1
Aspergillus,Aspergillus latus,GCA_041684555.1
Aspergillus,Aspergillus latus,GCA_041684575.1
Aspergillus,Aspergillus latus,GCA_041684595.1
Aspergillus,Aspergillus latus,GCA_041684615.1
Aspergillus,Aspergillus latus,GCA_041684635.1
Aspergillus,Aspergillus latus,GCA_041684655.1
Aspergillus,Aspergillus latus,GCA_041684675.1
Aspergillus,Aspergillus latus,GCA_041684695.1
Aspergillus,Aspergillus latus,GCA_041684715.1
Aspergillus,Aspergillus latus,GCA_041684755.1
Aspergillus,Aspergillus lentulus,GCA_001445615.2
Aspergillus,Aspergillus lentulus,GCA_010723975.1
Aspergillus,Aspergillus lentulus,GCA_010724455.1
Aspergillus,Aspergillus lentulus,GCA_010724575.1
Aspergillus,Aspergillus lentulus,GCA_010724635.1
Aspergillus,Aspergillus lentulus,GCA_010724915.1
Aspergillus,Aspergillus lentulus,GCA_012656335.1
Aspergillus,Aspergillus lentulus,GCA_012656375.1
Aspergillus,Aspergillus lentulus,GCA_012656395.1
Aspergillus,Aspergillus lentulus,GCA_012656435.1
Aspergillus,Aspergillus lentulus,GCA_012656445.1
Aspergillus,Aspergillus lentulus,GCA_012656455.1
Aspergillus,Aspergillus lentulus,GCA_023625555.1
Aspergillus,Aspergillus leporis,GCA_009176345.1
Aspergillus,Aspergillus luchuensis,GCA_001602395.1
Aspergillus,Aspergillus luchuensis,GCA_016860305.1
Aspergillus,Aspergillus luchuensis,GCA_016860325.1
Aspergillus,Aspergillus luchuensis,GCA_016860345.1
Aspergillus,Aspergillus luchuensis,GCA_016860365.1
Aspergillus,Aspergillus luchuensis,GCA_016860385.1
Aspergillus,Aspergillus luchuensis,GCA_016860405.1
Aspergillus,Aspergillus luchuensis,GCA_016860425.1
Aspergillus,Aspergillus luchuensis,GCA_016860445.1
Aspergillus,Aspergillus luchuensis,GCA_016861625.1
Aspergillus,Aspergillus luchuensis,GCA_016865315.1
Aspergillus,Aspergillus luchuensis,GCA_037074665.1
Aspergillus,Aspergillus luchuensis CBS 106.47,GCA_001890685.1
Aspergillus,Aspergillus luchuensis IFO 4308,GCA_000239835.2
Aspergillus,Aspergillus lucknowensis,GCA_044049455.1
Aspergillus,Aspergillus luteorubrus,GCA_054471235.1
Aspergillus,Aspergillus magnivesiculatus,GCA_056320545.1
Aspergillus,Aspergillus melleus,GCA_016097325.1
Aspergillus,Aspergillus melleus,GCA_030674015.1
Aspergillus,Aspergillus micronesiensis,GCA_039763685.1
Aspergillus,Aspergillus minisclerotigenes,GCA_009176455.1
Aspergillus,Aspergillus minisclerotigenes,GCA_028505775.1
Aspergillus,Aspergillus minisclerotigenes,GCA_028505865.1
Aspergillus,Aspergillus montevidensis,GCA_020826735.1
Aspergillus,Aspergillus multicolor,GCA_047715735.1
Aspergillus,Aspergillus mulundensis,GCA_003369625.1
Aspergillus,Aspergillus nanangensis,GCA_015844325.1
Aspergillus,Aspergillus navahoensis,GCA_048626375.1
Aspergillus,Aspergillus neoniger,GCA_029783945.1
Aspergillus,Aspergillus neoniger CBS 115656,GCA_003184625.1
Aspergillus,Aspergillus neotritici,GCA_009812425.1
Aspergillus,Aspergillus neotritici,GCA_023619815.1
Aspergillus,Aspergillus neotritici,GCA_023619845.1
Aspergillus,Aspergillus neotritici,GCA_037042075.1
Aspergillus,Aspergillus nidulans,GCA_011074995.1
Aspergillus,Aspergillus nidulans,GCA_011075025.1
Aspergillus,Aspergillus nidulans,GCA_025766005.1
Aspergillus,Aspergillus nidulans,GCA_027569745.1
Aspergillus,Aspergillus nidulans,GCA_041682675.1
Aspergillus,Aspergillus nidulans,GCA_041682695.1
Aspergillus,Aspergillus nidulans,GCA_041682705.1
Aspergillus,Aspergillus nidulans,GCA_041682715.1
Aspergillus,Aspergillus nidulans,GCA_041684195.1
Aspergillus,Aspergillus nidulans,GCA_041684235.1
Aspergillus,Aspergillus nidulans,GCA_041684245.1
Aspergillus,Aspergillus nidulans,GCA_041684285.1
Aspergillus,Aspergillus nidulans,GCA_041684315.1
Aspergillus,Aspergillus nidulans,GCA_041684325.1
Aspergillus,Aspergillus nidulans,GCA_041684355.1
Aspergillus,Aspergillus nidulans FGSC A4,GCA_000011425.1
Aspergillus,Aspergillus nidulans FGSC A4,GCA_000149205.2
Aspergillus,Aspergillus nidulans var. acristatus,GCA_047715555.1
Aspergillus,Aspergillus niger,GCA_000002855.2
Aspergillus,Aspergillus niger,GCA_001515345.1
Aspergillus,Aspergillus niger,GCA_001715265.1
Aspergillus,Aspergillus niger,GCA_001741885.1
Aspergillus,Aspergillus niger,GCA_001741905.1
Aspergillus,Aspergillus niger,GCA_001741915.1
Aspergillus,Aspergillus niger,GCA_001931795.1
Aspergillus,Aspergillus niger,GCA_002211485.2
Aspergillus,Aspergillus niger,GCA_002740505.1
Aspergillus,Aspergillus niger,GCA_004634315.1
Aspergillus,Aspergillus niger,GCA_009812365.1
Aspergillus,Aspergillus niger,GCA_011316255.1
Aspergillus,Aspergillus niger,GCA_013618955.1
Aspergillus,Aspergillus niger,GCA_015586215.1
Aspergillus,Aspergillus niger,GCA_015586235.1
Aspergillus,Aspergillus niger,GCA_015586245.1
Aspergillus,Aspergillus niger,GCA_016162265.1
Aspergillus,Aspergillus niger,GCA_019288275.1
Aspergillus,Aspergillus niger,GCA_019843515.1
Aspergillus,Aspergillus niger,GCA_023091205.1
Aspergillus,Aspergillus niger,GCA_023091265.1
Aspergillus,Aspergillus niger,GCA_023134235.1
Aspergillus,Aspergillus niger,GCA_023134265.1
Aspergillus,Aspergillus niger,GCA_023134295.1
Aspergillus,Aspergillus niger,GCA_023134325.1
Aspergillus,Aspergillus niger,GCA_023134355.1
Aspergillus,Aspergillus niger,GCA_023134385.1
Aspergillus,Aspergillus niger,GCA_023134415.1
Aspergillus,Aspergillus niger,GCA_023134445.1
Aspergillus,Aspergillus niger,GCA_023134475.1
Aspergillus,Aspergillus niger,GCA_023134515.1
Aspergillus,Aspergillus niger,GCA_023137675.1
Aspergillus,Aspergillus niger,GCA_023137705.1
Aspergillus,Aspergillus niger,GCA_023137735.1
Aspergillus,Aspergillus niger,GCA_023137765.1
Aspergillus,Aspergillus niger,GCA_023137795.1
Aspergillus,Aspergillus niger,GCA_023137805.1
Aspergillus,Aspergillus niger,GCA_023137835.1
Aspergillus,Aspergillus niger,GCA_023137865.1
Aspergillus,Aspergillus niger,GCA_023137895.1
Aspergillus,Aspergillus niger,GCA_023137925.1
Aspergillus,Aspergillus niger,GCA_023137955.1
Aspergillus,Aspergillus niger,GCA_023137965.1
Aspergillus,Aspergillus niger,GCA_023509725.1
Aspergillus,Aspergillus niger,GCA_023618355.1
Aspergillus,Aspergillus niger,GCA_023618365.1
Aspergillus,Aspergillus niger,GCA_023618375.1
Aspergillus,Aspergillus niger,GCA_023618435.1
Aspergillus,Aspergillus niger,GCA_023618715.1
Aspergillus,Aspergillus niger,GCA_023618895.1
Aspergillus,Aspergillus niger,GCA_023618915.1
Aspergillus,Aspergillus niger,GCA_023625315.1
Aspergillus,Aspergillus niger,GCA_023625355.1
Aspergillus,Aspergillus niger,GCA_023625375.1
Aspergillus,Aspergillus niger,GCA_023625395.1
Aspergillus,Aspergillus niger,GCA_023625415.1
Aspergillus,Aspergillus niger,GCA_023625435.1
Aspergillus,Aspergillus niger,GCA_023625455.1
Aspergillus,Aspergillus niger,GCA_023625475.1
Aspergillus,Aspergillus niger,GCA_023625615.1
Aspergillus,Aspergillus niger,GCA_023625655.1
Aspergillus,Aspergillus niger,GCA_023973435.1
Aspergillus,Aspergillus niger,GCA_023973445.1
Aspergillus,Aspergillus niger,GCA_024862975.1
Aspergillus,Aspergillus niger,GCA_025768885.1
Aspergillus,Aspergillus niger,GCA_025768975.1
Aspergillus,Aspergillus niger,GCA_025769005.1
Aspergillus,Aspergillus niger,GCA_025769035.1
Aspergillus,Aspergillus niger,GCA_025769065.1
Aspergillus,Aspergillus niger,GCA_025769085.1
Aspergillus,Aspergillus niger,GCA_025769125.1
Aspergillus,Aspergillus niger,GCA_025769155.1
Aspergillus,Aspergillus niger,GCA_025769175.1
Aspergillus,Aspergillus niger,GCA_025769215.1
Aspergillus,Aspergillus niger,GCA_025769245.1
Aspergillus,Aspergillus niger,GCA_025769265.1
Aspergillus,Aspergillus niger,GCA_025769305.1
Aspergillus,Aspergillus niger,GCA_025769325.1
Aspergillus,Aspergillus niger,GCA_025769365.1
Aspergillus,Aspergillus niger,GCA_025769395.1
Aspergillus,Aspergillus niger,GCA_025769415.1
Aspergillus,Aspergillus niger,GCA_025769455.1
Aspergillus,Aspergillus niger,GCA_025769485.1
Aspergillus,Aspergillus niger,GCA_025769515.1
Aspergillus,Aspergillus niger,GCA_025769535.1
Aspergillus,Aspergillus niger,GCA_025769575.1
Aspergillus,Aspergillus niger,GCA_026119635.1
Aspergillus,Aspergillus niger,GCA_026119665.1
Aspergillus,Aspergillus niger,GCA_026119675.1
Aspergillus,Aspergillus niger,GCA_026119705.1
Aspergillus,Aspergillus niger,GCA_026119715.1
Aspergillus,Aspergillus niger,GCA_026119745.1
Aspergillus,Aspergillus niger,GCA_026119755.1
Aspergillus,Aspergillus niger,GCA_026119785.1
Aspergillus,Aspergillus niger,GCA_026261755.1
Aspergillus,Aspergillus niger,GCA_026284195.1
Aspergillus,Aspergillus niger,GCA_027923725.1
Aspergillus,Aspergillus niger,GCA_027923745.1
Aspergillus,Aspergillus niger,GCA_027923785.1
Aspergillus,Aspergillus niger,GCA_027923805.1
Aspergillus,Aspergillus niger,GCA_027923825.1
Aspergillus,Aspergillus niger,GCA_027923865.1
Aspergillus,Aspergillus niger,GCA_027923945.1
Aspergillus,Aspergillus niger,GCA_027923985.1
Aspergillus,Aspergillus niger,GCA_027924005.1
Aspergillus,Aspergillus niger,GCA_029582035.1
Aspergillus,Aspergillus niger,GCA_029783905.1
Aspergillus,Aspergillus niger,GCA_029783925.1
Aspergillus,Aspergillus niger,GCA_037044415.1
Aspergillus,Aspergillus niger,GCA_040285385.1
Aspergillus,Aspergillus niger,GCA_045781135.1
Aspergillus,Aspergillus niger,GCA_047651775.1
Aspergillus,Aspergillus niger,GCA_051529875.1
Aspergillus,Aspergillus niger,GCA_055697485.1
Aspergillus,Aspergillus niger,GCA_055944285.1
Aspergillus,Aspergillus niger ATCC 1015,GCA_000230395.2
Aspergillus,Aspergillus niger ATCC 13496,GCA_003344705.1
Aspergillus,Aspergillus niger CBS 101883,GCA_003184595.1
Aspergillus,Aspergillus niger SH-2,GCA_000633045.1
Aspergillus,Aspergillus niger var. macrosporus,GCA_033032185.1
Aspergillus,Aspergillus nomiae,GCA_000531055.1
Aspergillus,Aspergillus nomiae,GCA_029962645.1
Aspergillus,Aspergillus nomiae NRRL 13137,GCA_001204775.2
Aspergillus,Aspergillus novofumigatus IBT 16806,GCA_002847465.1
Aspergillus,Aspergillus novoparasiticus,GCA_009176405.1
Aspergillus,Aspergillus ochraceoroseus,GCA_000986665.1
Aspergillus,Aspergillus ochraceoroseus IBT 24754,GCA_002846915.2
Aspergillus,Aspergillus ochraceus,GCA_004849945.1
Aspergillus,Aspergillus ochraceus,GCA_005784425.1
Aspergillus,Aspergillus ochraceus,GCA_025594125.1
Aspergillus,Aspergillus ochraceus,GCA_026108165.1
Aspergillus,Aspergillus ochraceus,GCA_037127345.1
Aspergillus,Aspergillus oerlinghausenensis,GCA_014250555.1
Aspergillus,Aspergillus oleicola,GCA_047715755.1
Aspergillus,Aspergillus olivimuriae,GCA_003719415.1
Aspergillus,Aspergillus oryzae,GCA_002007945.1
Aspergillus,Aspergillus oryzae,GCA_002214955.1
Aspergillus,Aspergillus oryzae,GCA_002214965.1
Aspergillus,Aspergillus oryzae,GCA_004353305.1
Aspergillus,Aspergillus oryzae,GCA_008032055.1
Aspergillus,Aspergillus oryzae,GCA_008032255.1
Aspergillus,Aspergillus oryzae,GCA_009684795.1
Aspergillus,Aspergillus oryzae,GCA_009684815.1
Aspergillus,Aspergillus oryzae,GCA_009684835.1
Aspergillus,Aspergillus oryzae,GCA_009684855.1
Aspergillus,Aspergillus oryzae,GCA_009684875.1
Aspergillus,Aspergillus oryzae,GCA_009684895.1
Aspergillus,Aspergillus oryzae,GCA_009684915.1
Aspergillus,Aspergillus oryzae,GCA_009684935.1
Aspergillus,Aspergillus oryzae,GCA_009684955.1
Aspergillus,Aspergillus oryzae,GCA_009684975.1
Aspergillus,Aspergillus oryzae,GCA_009684995.1
Aspergillus,Aspergillus oryzae,GCA_009685015.1
Aspergillus,Aspergillus oryzae,GCA_009685035.1
Aspergillus,Aspergillus oryzae,GCA_009685055.1
Aspergillus,Aspergillus oryzae,GCA_009685075.1
Aspergillus,Aspergillus oryzae,GCA_009685095.1
Aspergillus,Aspergillus oryzae,GCA_009685115.1
Aspergillus,Aspergillus oryzae,GCA_009686465.1
Aspergillus,Aspergillus oryzae,GCA_009686485.1
Aspergillus,Aspergillus oryzae,GCA_009686505.1
Aspergillus,Aspergillus oryzae,GCA_009686525.1
Aspergillus,Aspergillus oryzae,GCA_009686545.1
Aspergillus,Aspergillus oryzae,GCA_009686565.1
Aspergillus,Aspergillus oryzae,GCA_009686585.1
Aspergillus,Aspergillus oryzae,GCA_009686605.1
Aspergillus,Aspergillus oryzae,GCA_009686625.1
Aspergillus,Aspergillus oryzae,GCA_009686645.1
Aspergillus,Aspergillus oryzae,GCA_009686665.1
Aspergillus,Aspergillus oryzae,GCA_009686685.1
Aspergillus,Aspergillus oryzae,GCA_009686705.1
Aspergillus,Aspergillus oryzae,GCA_009686725.1
Aspergillus,Aspergillus oryzae,GCA_009686745.1
Aspergillus,Aspergillus oryzae,GCA_009686765.1
Aspergillus,Aspergillus oryzae,GCA_009686785.1
Aspergillus,Aspergillus oryzae,GCA_009686805.1
Aspergillus,Aspergillus oryzae,GCA_009686825.1
Aspergillus,Aspergillus oryzae,GCA_009686845.1
Aspergillus,Aspergillus oryzae,GCA_009686865.1
Aspergillus,Aspergillus oryzae,GCA_009686885.1
Aspergillus,Aspergillus oryzae,GCA_009686905.1
Aspergillus,Aspergillus oryzae,GCA_009686925.1
Aspergillus,Aspergillus oryzae,GCA_009686945.1
Aspergillus,Aspergillus oryzae,GCA_009686965.1
Aspergillus,Aspergillus oryzae,GCA_009686985.1
Aspergillus,Aspergillus oryzae,GCA_009687005.1
Aspergillus,Aspergillus oryzae,GCA_009687025.1
Aspergillus,Aspergillus oryzae,GCA_009687045.1
Aspergillus,Aspergillus oryzae,GCA_009687065.1
Aspergillus,Aspergillus oryzae,GCA_009687085.1
Aspergillus,Aspergillus oryzae,GCA_009687105.1
Aspergillus,Aspergillus oryzae,GCA_009687125.1
Aspergillus,Aspergillus oryzae,GCA_009687145.1
Aspergillus,Aspergillus oryzae,GCA_009687165.1
Aspergillus,Aspergillus oryzae,GCA_009687185.1
Aspergillus,Aspergillus oryzae,GCA_009687205.1
Aspergillus,Aspergillus oryzae,GCA_009687225.1
Aspergillus,Aspergillus oryzae,GCA_009687245.1
Aspergillus,Aspergillus oryzae,GCA_009687265.1
Aspergillus,Aspergillus oryzae,GCA_009687285.1
Aspergillus,Aspergillus oryzae,GCA_009687305.1
Aspergillus,Aspergillus oryzae,GCA_009687325.1
Aspergillus,Aspergillus oryzae,GCA_009687345.1
Aspergillus,Aspergillus oryzae,GCA_009687365.1
Aspergillus,Aspergillus oryzae,GCA_009687385.1
Aspergillus,Aspergillus oryzae,GCA_009687405.1
Aspergillus,Aspergillus oryzae,GCA_009687425.1
Aspergillus,Aspergillus oryzae,GCA_009687445.1
Aspergillus,Aspergillus oryzae,GCA_009687465.1
Aspergillus,Aspergillus oryzae,GCA_009687485.1
Aspergillus,Aspergillus oryzae,GCA_009687505.1
Aspergillus,Aspergillus oryzae,GCA_009687525.1
Aspergillus,Aspergillus oryzae,GCA_009687545.1
Aspergillus,Aspergillus oryzae,GCA_009687565.1
Aspergillus,Aspergillus oryzae,GCA_009687585.1
Aspergillus,Aspergillus oryzae,GCA_009687605.1
Aspergillus,Aspergillus oryzae,GCA_009687625.1
Aspergillus,Aspergillus oryzae,GCA_009687645.1
Aspergillus,Aspergillus oryzae,GCA_009687665.1
Aspergillus,Aspergillus oryzae,GCA_009687685.1
Aspergillus,Aspergillus oryzae,GCA_009687705.1
Aspergillus,Aspergillus oryzae,GCA_009687725.1
Aspergillus,Aspergillus oryzae,GCA_009687745.1
Aspergillus,Aspergillus oryzae,GCA_013407045.2
Aspergillus,Aspergillus oryzae,GCA_018140735.1
Aspergillus,Aspergillus oryzae,GCA_018140755.1
Aspergillus,Aspergillus oryzae,GCA_019097755.1
Aspergillus,Aspergillus oryzae,GCA_022023695.1
Aspergillus,Aspergillus oryzae,GCA_022023705.1
Aspergillus,Aspergillus oryzae,GCA_022023715.1
Aspergillus,Aspergillus oryzae,GCA_025738265.1
Aspergillus,Aspergillus oryzae,GCA_030270465.1
Aspergillus,Aspergillus oryzae,GCA_030270485.1
Aspergillus,Aspergillus oryzae,GCA_030270505.1
Aspergillus,Aspergillus oryzae,GCA_030270525.1
Aspergillus,Aspergillus oryzae,GCA_034767895.1
Aspergillus,Aspergillus oryzae,GCA_034767915.1
Aspergillus,Aspergillus oryzae,GCA_034767935.1
Aspergillus,Aspergillus oryzae,GCA_034767955.1
Aspergillus,Aspergillus oryzae,GCA_034768095.1
Aspergillus,Aspergillus oryzae,GCA_034768115.1
Aspergillus,Aspergillus oryzae,GCA_034768135.1
Aspergillus,Aspergillus oryzae,GCA_039654725.1
Aspergillus,Aspergillus oryzae,GCA_040938235.1
Aspergillus,Aspergillus oryzae,GCA_040938365.1
Aspergillus,Aspergillus oryzae,GCA_040954735.1
Aspergillus,Aspergillus oryzae,GCA_040954775.1
Aspergillus,Aspergillus oryzae,GCA_040954795.1
Aspergillus,Aspergillus oryzae,GCA_043249295.1
Aspergillus,Aspergillus oryzae,GCA_043290115.1
Aspergillus,Aspergillus oryzae,GCA_044231575.1
Aspergillus,Aspergillus oryzae,GCA_054127265.1
Aspergillus,Aspergillus oryzae,GCA_054644345.1
Aspergillus,Aspergillus oryzae 100-8,GCA_000691885.1
Aspergillus,Aspergillus oryzae 3.042,GCA_000269785.2
Aspergillus,Aspergillus oryzae AS 3.863,GCA_000278425.1
Aspergillus,Aspergillus oryzae AS 3.951,GCA_000278405.1
Aspergillus,Aspergillus oryzae RIB326,GCA_000320905.1
Aspergillus,Aspergillus oryzae RIB40,GCA_000184455.3
Aspergillus,Aspergillus oryzae RIB40,GCA_000965245.1
Aspergillus,Aspergillus oryzae var. brunneus,GCA_030270545.1
Aspergillus,Aspergillus oryzae var. oryzae,GCA_052058325.1
Aspergillus,Aspergillus ostianus,GCA_025592935.1
Aspergillus,Aspergillus panamensis,GCA_027569225.1
Aspergillus,Aspergillus parasiticus,GCA_001576805.1
Aspergillus,Aspergillus parasiticus,GCA_009176385.1
Aspergillus,Aspergillus parasiticus,GCA_013145845.1
Aspergillus,Aspergillus parasiticus,GCA_013145875.1
Aspergillus,Aspergillus parasiticus,GCA_013145995.1
Aspergillus,Aspergillus parasiticus,GCA_013146005.1
Aspergillus,Aspergillus parasiticus,GCA_013146145.1
Aspergillus,Aspergillus parasiticus,GCA_019419805.1
Aspergillus,Aspergillus parasiticus,GCA_028505765.1
Aspergillus,Aspergillus parasiticus,GCA_037075405.1
Aspergillus,Aspergillus parasiticus,GCA_051397035.1
Aspergillus,Aspergillus parasiticus,GCA_051397045.1
Aspergillus,Aspergillus parasiticus,GCA_051397075.1
Aspergillus,Aspergillus parasiticus,GCA_051397115.1
Aspergillus,Aspergillus parasiticus,GCA_051397125.1
Aspergillus,Aspergillus parasiticus,GCA_051397155.1
Aspergillus,Aspergillus parasiticus,GCA_051397175.1
Aspergillus,Aspergillus parasiticus,GCA_051397185.1
Aspergillus,Aspergillus parasiticus,GCA_051397215.1
Aspergillus,Aspergillus parasiticus,GCA_051397235.1
Aspergillus,Aspergillus parasiticus,GCA_051397255.1
Aspergillus,Aspergillus parasiticus,GCA_051397275.1
Aspergillus,Aspergillus parasiticus,GCA_051397295.1
Aspergillus,Aspergillus parasiticus,GCA_051397315.1
Aspergillus,Aspergillus parasiticus,GCA_051397335.1
Aspergillus,Aspergillus parasiticus,GCA_051397355.1
Aspergillus,Aspergillus parasiticus,GCA_051397365.1
Aspergillus,Aspergillus parasiticus,GCA_051397395.1
Aspergillus,Aspergillus parasiticus,GCA_051397415.1
Aspergillus,Aspergillus parasiticus,GCA_051397425.1
Aspergillus,Aspergillus parasiticus,GCA_051397455.1
Aspergillus,Aspergillus parasiticus,GCA_051397475.1
Aspergillus,Aspergillus parasiticus,GCA_051397495.1
Aspergillus,Aspergillus parasiticus,GCA_051397515.1
Aspergillus,Aspergillus parasiticus,GCA_051397535.1
Aspergillus,Aspergillus parasiticus,GCA_051397545.1
Aspergillus,Aspergillus parasiticus,GCA_051397575.1
Aspergillus,Aspergillus parasiticus,GCA_051397595.1
Aspergillus,Aspergillus parasiticus,GCA_051397615.1
Aspergillus,Aspergillus parasiticus,GCA_051397635.1
Aspergillus,Aspergillus parasiticus,GCA_051397645.1
Aspergillus,Aspergillus parasiticus,GCA_051397675.1
Aspergillus,Aspergillus parasiticus,GCA_051397695.1
Aspergillus,Aspergillus parasiticus,GCA_051397715.1
Aspergillus,Aspergillus parasiticus,GCA_051397735.1
Aspergillus,Aspergillus parasiticus,GCA_051397755.1
Aspergillus,Aspergillus parasiticus,GCA_051397765.1
Aspergillus,Aspergillus parasiticus,GCA_051397795.1
Aspergillus,Aspergillus parasiticus SU-1,GCA_000731695.1
Aspergillus,Aspergillus parasiticus SU-1,GCA_000956085.1
Aspergillus,Aspergillus persii,GCA_002215965.1
Aspergillus,Aspergillus phoenicis ATCC 13157,GCA_003344505.1
Aspergillus,Aspergillus piperis CBS 112811,GCA_003184755.1
Aspergillus,Aspergillus pragensis,GCA_037044195.1
Aspergillus,Aspergillus proliferans,GCA_039880865.1
Aspergillus,Aspergillus proliferans,GCA_056320485.1
Aspergillus,Aspergillus protuberus,GCA_021436995.1
Aspergillus,Aspergillus pseudocaelatus,GCA_009193665.1
Aspergillus,Aspergillus pseudodeflectus,GCA_044049435.1
Aspergillus,Aspergillus pseudoglaucus,GCA_022813405.1
Aspergillus,Aspergillus pseudoglaucus,GCA_039880875.1
Aspergillus,Aspergillus pseudonomiae,GCA_009176395.1
Aspergillus,Aspergillus pseudonomiae,GCA_009193645.1
Aspergillus,Aspergillus pseudonomiae,GCA_054661555.1
Aspergillus,Aspergillus pseudonomiae,GCA_054661575.1
Aspergillus,Aspergillus pseudotamarii,GCA_009193445.1
Aspergillus,Aspergillus pseudotamarii,GCA_030324235.1
Aspergillus,Aspergillus pseudoterreus,GCA_002927005.1
Aspergillus,Aspergillus pseudoustus,GCA_044049465.1
Aspergillus,Aspergillus pseudoviridinutans,GCA_018340605.1
Aspergillus,Aspergillus puulaauensis,GCA_016861865.1
Aspergillus,Aspergillus puulaauensis,GCA_026319425.1
Aspergillus,Aspergillus puulaauensis,GCA_056320505.1
Aspergillus,Aspergillus quadricinctus,GCA_022814375.1
Aspergillus,Aspergillus quadricinctus,GCA_022814405.1
Aspergillus,Aspergillus quadrilineatus,GCA_013305525.1
Aspergillus,Aspergillus quadrilineatus,GCA_041684375.1
Aspergillus,Aspergillus quadrilineatus,GCA_041684395.1
Aspergillus,Aspergillus rambellii,GCA_000986645.1
Aspergillus,Aspergillus recurvatus,GCA_047715885.1
Aspergillus,Aspergillus ruber,GCA_023621105.1
Aspergillus,Aspergillus ruber,GCA_023621115.1
Aspergillus,Aspergillus ruber,GCA_039880785.1
Aspergillus,Aspergillus ruber CBS 135680,GCA_000600275.1
Aspergillus,Aspergillus saccharicola,GCA_047496445.1
Aspergillus,Aspergillus saccharolyticus JOP 1030-1,GCA_003184585.1
Aspergillus,Aspergillus sclerotialis,GCA_003589665.1
Aspergillus,Aspergillus sclerotiicarbonarius CBS 121057,GCA_003184635.1
